COMMON NAME,SCIENTIFIC NAME,GENUS,FAMILY,About,Image,y,x,SPECIES
American Sycamore,Platanus occidentalis,Platanus,Platanaceae,"Also known as the Buttonwood, Buttonball tree, and American Planetree, this tree is native to the eastern U.S., south to northern Florida and Texas. Leaves are 3 and sometimes 5-lobed, flat medium green in summer; fall color is tan to brown. The hard wood of the American Sycamore is often used for butcher blocks. Its bark is distinctive: on older trees it peels and flakes, leaving a lighter underbark. This tree can reach enormous heights of 150 feet in its native habitat and up to 100 feet in the city. It is one parent of the London Plane tree.",http://blogs.reed.edu/trees/files/2013/09/PLOC1_lg.jpg,45.48052418,-122.6316449,Platanus occidentalis
Atlas Cedar,Cedrus atlantica,Cedrus,Pinaceae,"Native to the Atlas mountains of Algeria and Morocco, this tree can grow to 60 feet or more. The Atlas Cedar has a green and a blue form, the latter being much more common in cultivation. The needles of the blue form can vary from blue to blue-gray to blue-green, depending on the cultivar.",http://blogs.reed.edu/trees/files/2013/08/IMG_0172-atlas-cedar-e1411151598815.jpg,45.47962679,-122.6343153,Cedrus atlantica
Atlas Cedar,Cedrus atlantica,Cedrus,Pinaceae,"Native to the Atlas mountains of Algeria and Morocco, this tree can grow to 60 feet or more. The Atlas Cedar has a green and a blue form, the latter being much more common in cultivation. The needles of the blue form can vary from blue to blue-gray to blue-green, depending on the cultivar.",http://blogs.reed.edu/trees/files/2013/08/IMG_0172-atlas-cedar-e1411151598815.jpg,45.47943716,-122.6341353,Cedrus atlantica
Atlas Cedar,Cedrus atlantica,Cedrus,Pinaceae,"Native to the Atlas mountains of Algeria and Morocco, this tree can grow to 60 feet or more. The Atlas Cedar has a green and a blue form, the latter being much more common in cultivation. The needles of the blue form can vary from blue to blue-gray to blue-green, depending on the cultivar.",http://blogs.reed.edu/trees/files/2013/08/IMG_0172-atlas-cedar-e1411151598815.jpg,45.47964388,-122.6331598,Cedrus atlantica
Atlas Cedar,Cedrus atlantica,Cedrus,Pinaceae,"Native to the Atlas mountains of Algeria and Morocco, this tree can grow to 60 feet or more. The Atlas Cedar has a green and a blue form, the latter being much more common in cultivation. The needles of the blue form can vary from blue to blue-gray to blue-green, depending on the cultivar.",http://blogs.reed.edu/trees/files/2013/08/IMG_0172-atlas-cedar-e1411151598815.jpg,45.48040377,-122.6314115,Cedrus atlantica
Atlas Cedar,Cedrus atlantica,Cedrus,Pinaceae,"Native to the Atlas mountains of Algeria and Morocco, this tree can grow to 60 feet or more. The Atlas Cedar has a green and a blue form, the latter being much more common in cultivation. The needles of the blue form can vary from blue to blue-gray to blue-green, depending on the cultivar.",http://blogs.reed.edu/trees/files/2013/08/IMG_0172-atlas-cedar-e1411151598815.jpg,45.48040377,-122.6314115,Cedrus atlantica
Austrian Pine,Pinus nigra,Pinus,Pinaceae,"The Austrian Pine is a 2-needled species from western and central Europe eastward into the Balkans, Crimea, and Turkey. Its foliage is a very dark green. The spreading branches of a young tree form a pyramidal outline, but in old age, it sometimes achieves a picturesque flat-topped head.",http://blogs.reed.edu/trees/files/2013/09/PINI1_lg.jpg,45.47942716,-122.6320754,Pinus nigra
Austrian Pine,Pinus nigra,Pinus,Pinaceae,"The Austrian Pine is a 2-needled species from western and central Europe eastward into the Balkans, Crimea, and Turkey. Its foliage is a very dark green. The spreading branches of a young tree form a pyramidal outline, but in old age, it sometimes achieves a picturesque flat-topped head.",http://blogs.reed.edu/trees/files/2013/09/PINI1_lg.jpg,45.48031466,-122.6315108,Pinus nigra
Austrian Pine,Pinus nigra,Pinus,Pinaceae,"The Austrian Pine is a 2-needled species from western and central Europe eastward into the Balkans, Crimea, and Turkey. Its foliage is a very dark green. The spreading branches of a young tree form a pyramidal outline, but in old age, it sometimes achieves a picturesque flat-topped head.",http://blogs.reed.edu/trees/files/2013/09/PINI1_lg.jpg,45.48120214,-122.6309462,Pinus nigra
Bald Cypress,Taxodium distichum,Taxodium,Taxodiaceae,"Bald cypress is a large, slow-growing tree that’s native to the southeastern corner of the United States. It generally grows in very wet, swampy places and produces a broad, buttressed base that tapers upwards to a straight trunk. Because it can tolerate brackish water, the tree often grows in standing water along the Atlantic coastal plain.",http://blogs.reed.edu/trees/files/2013/08/IMG_0183-bald-cypress-e1411151021594.jpg,45.48125894,-122.6310633,Taxodium distichum
Bald Cypress,Taxodium distichum,Taxodium,Taxodiaceae,"Bald cypress is a large, slow-growing tree that’s native to the southeastern corner of the United States. It generally grows in very wet, swampy places and produces a broad, buttressed base that tapers upwards to a straight trunk. Because it can tolerate brackish water, the tree often grows in standing water along the Atlantic coastal plain.",http://blogs.reed.edu/trees/files/2013/08/IMG_0183-bald-cypress-e1411151021594.jpg,45.48125894,-122.6310633,Taxodium distichum
Big Leaf Linden,Tilia platyphyllos,Tilia,Tiliaceae,"This is a deciduous tree with a dense compact crown. It has small, fragrant, yellowish-white flowers in drooping clusters. The leaves, from 2-5 inches long, are the largest of the European species. The Linden is often used for street and park planting in Europe and the United States.",http://blogs.reed.edu/trees/files/2013/09/TIPL1_lg.jpg,45.48041134,-122.6307759,Tilia platyphyllos
Big Leaf Linden,Tilia platyphyllos,Tilia,Tiliaceae,"This is a deciduous tree with a dense compact crown. It has small, fragrant, yellowish-white flowers in drooping clusters. The leaves, from 2-5 inches long, are the largest of the European species. The Linden is often used for street and park planting in Europe and the United States.",http://blogs.reed.edu/trees/files/2013/09/TIPL1_lg.jpg,45.48058807,-122.6308831,Tilia platyphyllos
Big Leaf Linden,Tilia platyphyllos,Tilia,Tiliaceae,"This is a deciduous tree with a dense compact crown. It has small, fragrant, yellowish-white flowers in drooping clusters. The leaves, from 2-5 inches long, are the largest of the European species. The Linden is often used for street and park planting in Europe and the United States.",http://blogs.reed.edu/trees/files/2013/09/TIPL1_lg.jpg,45.48051665,-122.6308215,Tilia platyphyllos
Big Leaf Linden,Tilia platyphyllos,Tilia,Tiliaceae,"This is a deciduous tree with a dense compact crown. It has small, fragrant, yellowish-white flowers in drooping clusters. The leaves, from 2-5 inches long, are the largest of the European species. The Linden is often used for street and park planting in Europe and the United States.",http://blogs.reed.edu/trees/files/2013/09/TIPL1_lg.jpg,45.47986031,-122.6272997,Tilia platyphyllos
Big Leaf Linden,Tilia platyphyllos,Tilia,Tiliaceae,"This is a deciduous tree with a dense compact crown. It has small, fragrant, yellowish-white flowers in drooping clusters. The leaves, from 2-5 inches long, are the largest of the European species. The Linden is often used for street and park planting in Europe and the United States.",http://blogs.reed.edu/trees/files/2013/09/TIPL1_lg.jpg,45.47973006,-122.6333164,Tilia platyphyllos
Big Leaf Linden,Tilia platyphyllos,Tilia,Tiliaceae,"This is a deciduous tree with a dense compact crown. It has small, fragrant, yellowish-white flowers in drooping clusters. The leaves, from 2-5 inches long, are the largest of the European species. The Linden is often used for street and park planting in Europe and the United States.",http://blogs.reed.edu/trees/files/2013/09/TIPL1_lg.jpg,45.48015907,-122.6303081,Tilia platyphyllos
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48030978,-122.6307625,Acer macrophyllum
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48185659,-122.6326789,Acer macrophyllum
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48167041,-122.6355435,Acer macrophyllum
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48283167,-122.6301925,Acer macrophyllum
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48210953,-122.6323034,Acer macrophyllum
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48157741,-122.6328485,Acer macrophyllum
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48282697,-122.6303226,Acer macrophyllum
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48284501,-122.6302485,Acer macrophyllum
Bigleaf Maple,Acer macrophyllum,Acer,Aceraceae,"Also known as the Oregon Maple, it has the largest leaves (15 inches across) of all maples. It is abundant in western Oregon and is distinguished by its beautiful autumn colors of yellow, gold, and copper. It can become a massive, beautiful tree, with nice spring blossoms.",http://blogs.reed.edu/trees/files/2013/09/IMG_0444-big-leaf-maple-e1409182764937.jpg,45.48283637,-122.6301536,Acer macrophyllum
Black Locust,Robinia pseudoacacia,Robinia,Fabaceae,"Often an upright tree with a straight trunk, the black locust becomes ragged and scraggly with age. The leaf color is dull, dark blue-green with leaves showing a slight yellow-green in fall. This tree can survive under the toughest of conditions and, like alders, it can “fix” nitrogen from the air, making it a useful tree for improving soil conditions. The Europeans have grown, appreciated, and selected superior forms of this tree, while some Americans treat it as a weed. A native of the central and southern Appalachian Mountains, it has naturalized in much of the Pacific Northwest. Its wood is highly resistant to decay and is often used for fenceposts. In addition to the trees shown on these maps, there is a row of old black locusts along the north edge of the Reed canyon, between the footbridge and the springs. Over the past decades, many of the trees have fallen over into the lake, but they are still very alive and the... <truncated>",,45.47970515,-122.6300054,
Black Locust,Robinia pseudoacacia,Robinia,Fabaceae,"Often an upright tree with a straight trunk, the black locust becomes ragged and scraggly with age. The leaf color is dull, dark blue-green with leaves showing a slight yellow-green in fall. This tree can survive under the toughest of conditions and, like alders, it can “fix” nitrogen from the air, making it a useful tree for improving soil conditions. The Europeans have grown, appreciated, and selected superior forms of this tree, while some Americans treat it as a weed. A native of the central and southern Appalachian Mountains, it has naturalized in much of the Pacific Northwest. Its wood is highly resistant to decay and is often used for fenceposts. In addition to the trees shown on these maps, there is a row of old black locusts along the north edge of the Reed canyon, between the footbridge and the springs. Over the past decades, many of the trees have fallen over into the lake, but they are still very alive and the... <truncated>",,45.47993647,-122.6272541,
Black Locust,Robinia pseudoacacia,Robinia,Fabaceae,"Often an upright tree with a straight trunk, the black locust becomes ragged and scraggly with age. The leaf color is dull, dark blue-green with leaves showing a slight yellow-green in fall. This tree can survive under the toughest of conditions and, like alders, it can “fix” nitrogen from the air, making it a useful tree for improving soil conditions. The Europeans have grown, appreciated, and selected superior forms of this tree, while some Americans treat it as a weed. A native of the central and southern Appalachian Mountains, it has naturalized in much of the Pacific Northwest. Its wood is highly resistant to decay and is often used for fenceposts. In addition to the trees shown on these maps, there is a row of old black locusts along the north edge of the Reed canyon, between the footbridge and the springs. Over the past decades, many of the trees have fallen over into the lake, but they are still very alive and the... <truncated>",,45.47948794,-122.6326413,
Black Locust,Robinia pseudoacacia,Robinia,Fabaceae,"Often an upright tree with a straight trunk, the black locust becomes ragged and scraggly with age. The leaf color is dull, dark blue-green with leaves showing a slight yellow-green in fall. This tree can survive under the toughest of conditions and, like alders, it can “fix” nitrogen from the air, making it a useful tree for improving soil conditions. The Europeans have grown, appreciated, and selected superior forms of this tree, while some Americans treat it as a weed. A native of the central and southern Appalachian Mountains, it has naturalized in much of the Pacific Northwest. Its wood is highly resistant to decay and is often used for fenceposts. In addition to the trees shown on these maps, there is a row of old black locusts along the north edge of the Reed canyon, between the footbridge and the springs. Over the past decades, many of the trees have fallen over into the lake, but they are still very alive and the... <truncated>",,45.47952837,-122.6327567,
Black Locust,Robinia pseudoacacia,Robinia,Fabaceae,"Often an upright tree with a straight trunk, the black locust becomes ragged and scraggly with age. The leaf color is dull, dark blue-green with leaves showing a slight yellow-green in fall. This tree can survive under the toughest of conditions and, like alders, it can “fix” nitrogen from the air, making it a useful tree for improving soil conditions. The Europeans have grown, appreciated, and selected superior forms of this tree, while some Americans treat it as a weed. A native of the central and southern Appalachian Mountains, it has naturalized in much of the Pacific Northwest. Its wood is highly resistant to decay and is often used for fenceposts. In addition to the trees shown on these maps, there is a row of old black locusts along the north edge of the Reed canyon, between the footbridge and the springs. Over the past decades, many of the trees have fallen over into the lake, but they are still very alive and the... <truncated>",,45.47947383,-122.6325341,
Black Locust,Robinia pseudoacacia,Robinia,Fabaceae,"Often an upright tree with a straight trunk, the black locust becomes ragged and scraggly with age. The leaf color is dull, dark blue-green with leaves showing a slight yellow-green in fall. This tree can survive under the toughest of conditions and, like alders, it can “fix” nitrogen from the air, making it a useful tree for improving soil conditions. The Europeans have grown, appreciated, and selected superior forms of this tree, while some Americans treat it as a weed. A native of the central and southern Appalachian Mountains, it has naturalized in much of the Pacific Northwest. Its wood is highly resistant to decay and is often used for fenceposts. In addition to the trees shown on these maps, there is a row of old black locusts along the north edge of the Reed canyon, between the footbridge and the springs. Over the past decades, many of the trees have fallen over into the lake, but they are still very alive and the... <truncated>",,45.47957882,-122.6325045,
Black Walnut,Juglans nigra,Juglans,Juglandaceae,"Settlers planted these walnut trees from nuts brought along on the wagon trains from their native central and eastern portions of the U.S. An open, rounded, full tree, it can reach a height of 150 feet. The wood is used in carpentry projects and is highly prized for its beauty. The tree is coarse branched, with bold pungent, pinnately compound foliage that turns a clear light yellow in fall.",http://blogs.reed.edu/trees/files/2013/09/JUNI1_lg.jpg,45.48205981,-122.6304736,Juglans nigra
Black Walnut,Juglans nigra,Juglans,Juglandaceae,"Settlers planted these walnut trees from nuts brought along on the wagon trains from their native central and eastern portions of the U.S. An open, rounded, full tree, it can reach a height of 150 feet. The wood is used in carpentry projects and is highly prized for its beauty. The tree is coarse branched, with bold pungent, pinnately compound foliage that turns a clear light yellow in fall.",http://blogs.reed.edu/trees/files/2013/09/JUNI1_lg.jpg,45.48161599,-122.6305313,Juglans nigra
Brewer's Spruce,Picea breweriana,Picea,Pinaceae,"Native to the Siskiyou Mountains in California and Oregon at elevations of 5,000 to 7,000 feet, Brewer’s Spruce is found only in a few small groves. Pendulous branchlets hang vercially 7-8 feet or more, creating a graceful curtain. This species was selected as a replacement from the original planting list.",http://blogs.reed.edu/trees/files/2013/08/PIBR1_lg1.jpg,45.48376836,-122.6307366,Picea breweriana
Brewer's Spruce,Picea breweriana,Picea,Pinaceae,"Native to the Siskiyou Mountains in California and Oregon at elevations of 5,000 to 7,000 feet, Brewer’s Spruce is found only in a few small groves. Pendulous branchlets hang vercially 7-8 feet or more, creating a graceful curtain. This species was selected as a replacement from the original planting list.",http://blogs.reed.edu/trees/files/2013/08/PIBR1_lg1.jpg,45.48241436,-122.6312623,Picea breweriana
Burr Oak,Quercus macrocarpa,Quercus,Fagaceae,NA,http://blogs.reed.edu/trees/files/2014/08/IMG_0057-burr-oak-e1409153261763.jpg,45.48028732,-122.6294382,Quercus marcocarpa
Burr Oak,Quercus macrocarpa,Quercus,Fagaceae,NA,http://blogs.reed.edu/trees/files/2014/08/IMG_0057-burr-oak-e1409153261763.jpg,45.48057318,-122.6301999,Quercus marcocarpa
Callery Pear,Pyrus calleryana,Pyrus,Rosaceae,"This species of pear was discovered in central China in 1858 by the French missionary Joseph Callery. Over the past century it has been widely planted around streets and houses across the United States. In the spring it is covered with white blossoms and in the fall red leaves. The fruit, when present, is very small and sparse. There are many named varieties for this tree.",http://blogs.reed.edu/trees/files/2013/09/PYCA1_lg.jpg,45.48106043,-122.633356,Pyrus calleryana
Callery Pear,Pyrus calleryana,Pyrus,Rosaceae,"This species of pear was discovered in central China in 1858 by the French missionary Joseph Callery. Over the past century it has been widely planted around streets and houses across the United States. In the spring it is covered with white blossoms and in the fall red leaves. The fruit, when present, is very small and sparse. There are many named varieties for this tree.",http://blogs.reed.edu/trees/files/2013/09/PYCA1_lg.jpg,45.48016525,-122.6345416,Pyrus calleryana
Caucasian Wingnut,Pterocarya fraxinifolia,Pterocarya,Juglandaceae,"Wingnuts are deciduous trees in the walnut family and they have compound leaves similar to those on a walnut. Wingnuts get their name from the long chains of small, winged nutlets that hang from the branches. These chains sometimes stay on the tree into the winter. The Caucasian Wingnut can reach nearly 100 feet in its native habitat from the Caucasus Mountains to Iran. It is a rare tree in Portland.",http://blogs.reed.edu/trees/files/2013/09/PTFR1_lg.jpg,45.48034896,-122.6336716,Pterocarya fraxinifolia
Caucasian Wingnut,Pterocarya fraxinifolia,Pterocarya,Juglandaceae,"Wingnuts are deciduous trees in the walnut family and they have compound leaves similar to those on a walnut. Wingnuts get their name from the long chains of small, winged nutlets that hang from the branches. These chains sometimes stay on the tree into the winter. The Caucasian Wingnut can reach nearly 100 feet in its native habitat from the Caucasus Mountains to Iran. It is a rare tree in Portland.",http://blogs.reed.edu/trees/files/2013/09/PTFR1_lg.jpg,45.47998036,-122.6343582,Pterocarya fraxinifolia
Cherry Plum,Prunus cerasifera,Prunus,Rosaceae,"This is an ancient Eurasian hybrid, known only in cultivation. It comes in several forms, with flowers varying from white to pink, and leaves varying from green to purple. This tree can eventually reach 50 feet in height.",http://blogs.reed.edu/trees/files/2013/09/PRCE2_lg.jpg,45.48326654,-122.6325105,Prunus cerasifera
Cherry Plum,Prunus cerasifera,Prunus,Rosaceae,"This is an ancient Eurasian hybrid, known only in cultivation. It comes in several forms, with flowers varying from white to pink, and leaves varying from green to purple. This tree can eventually reach 50 feet in height.",http://blogs.reed.edu/trees/files/2013/09/PRCE2_lg.jpg,45.48430459,-122.634667,Prunus cerasifera
Chinese Photinia,Photinia serratifolia,Photinia,Rosaceae,"This native of China is a member of the rose family. It can be either a very large shrub or a somewhat small tree, depending on the growing conditions and its age. The white flowers in the spring appear in flat clusters measuring over 7 inches in diameter. Although these flowers have a rather unpleasant odor, they are spectacular in profusion. This plant is a broadleaf evergreen.",http://blogs.reed.edu/trees/files/2013/09/PHSE1_lg.jpg,45.48072603,-122.6326627,Photinia serratifolia
